"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","PosSummary"
"709","Trot Nixon*","22","BOS","AL","2","4","4","2","2","1","0","0","0","1","0","0","1",".500",".500",".750","1.250","210","3","0","0","0","0","0","/9H"
"710","Hideo Nomo","27","LAD","NL","33","87","75","1","10","4","0","0","3","0","0","2","38",".133",".156",".187",".343","-7","14","1","0","10","0","0","1"
"711","Les Norman","27","KCR","AL","54","56","49","9","6","0","0","0","0","1","1","6","14",".122",".232",".122",".355","-6","6","0","1","0","0","0","H97/D8"
"712","Greg Norton#","23","CHW","AL","11","27","23","4","5","0","0","2","3","0","1","4","6",".217",".333",".478",".812","107","11","0","0","0","0","0","/6H5D"
"713","Jon Nunnally*","24","KCR","AL","35","104","90","16","19","5","1","5","17","0","0","13","25",".211",".308",".456",".763","91","41","0","0","0","1","2","9/H7D"
"714","Charlie O'Brien","36","TOR","AL","109","375","324","33","77","17","0","13","44","0","1","29","68",".238",".331",".410",".741","87","133","8","17","3","2","1","2H"
"715","Troy O'Leary*","26","BOS","AL","149","552","497","68","129","28","5","15","81","3","2","47","80",".260",".327",".427",".753","88","212","13","4","1","3","3","*97H8"
"716","Paul O'Neill*","33","NYY","AL","150","660","546","89","165","35","1","19","91","0","1","102","76",".302",".411",".474",".885","123","259","21","4","0","8","8","*9/DH3"
"717","Sherman Obando","26","MON","NL","89","202","178","30","44","9","0","8","22","2","0","22","48",".247",".332",".433",".764","99","77","2","1","0","1","1","H9"
"718","Alex Ochoa","24","NYM","NL","82","304","282","37","83","19","3","4","33","4","3","17","30",".294",".336",".426",".761","104","120","2","2","0","3","0","9/H"
"719","Jose Offerman#","27","KCR","AL","151","645","561","85","170","33","8","5","47","24","10","74","98",".303",".384",".417",".801","104","234","9","1","7","2","3","346/H8"
"720","John Olerud*","27","TOR","AL","125","469","398","59","109","25","0","18","61","1","0","60","37",".274",".382",".472",".854","116","188","10","10","0","1","6","3HD"
"721","Omar Olivares","28","DET","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"722","Joe Oliver","30","CIN","NL","106","325","289","31","70","12","1","11","46","2","0","28","54",".242",".311",".405",".715","87","117","8","2","3","3","6","2H/379"
"723","Gregg Olson","29","TOT","MLB","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"724","Gregg Olson","29","HOU","NL","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"725","Mike Oquist","28","SDP","NL","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"726","Rey Ordóñez","25","NYM","NL","151","530","502","51","129","12","4","1","30","1","3","22","53",".257",".289",".303",".592","60","152","12","1","4","1","12","*6/H"
"727","Joe Orsulak*","34","FLA","NL","120","234","217","23","48","6","1","2","19","1","1","16","38",".221",".274",".286",".559","50","62","4","0","0","1","1","H798/3"
"728","Luis Ortiz","26","TEX","AL","3","7","7","1","2","0","1","1","1","0","0","0","1",".286",".286","1.000","1.286","200","7","0","0","0","0","0","/HD"
"729","Donovan Osborne#","27","STL","NL","30","72","59","6","13","4","0","1","10","0","1","3","24",".220",".258",".339",".597","57","20","0","0","10","0","0","1"
"730","Keith Osik","27","PIT","NL","48","156","140","18","41","14","1","1","14","1","0","14","22",".293",".361",".429",".790","106","60","3","1","1","0","1","2/H57"
"731","Al Osuna","30","SDP","NL","10","1","1","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"732","Antonio Osuna","23","LAD","NL","73","3","1","0","0","0","0","0","1","0","0","1","0",".000",".333",".000",".333","1","0","0","0","0","1","0","1"
"733","Ricky Otero#","24","PHI","NL","104","449","411","54","112","11","7","2","32","16","10","34","30",".273",".330",".348",".678","80","143","3","2","0","2","0","8/H"
"734","Eric Owens","25","CIN","NL","88","232","205","26","41","6","0","0","9","16","2","23","38",".200",".281",".229",".511","37","47","2","1","1","2","1","7H/45"
"735","Jayhawk Owens","27","COL","NL","73","213","180","31","43","9","1","4","17","4","1","27","56",".239",".338",".367",".705","71","66","1","1","3","2","0","2H"
"736","Alex Pacheco","22","MON","NL","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"737","Tom Pagnozzi","33","STL","NL","119","440","407","48","110","23","0","13","55","4","1","24","78",".270",".311",".423",".734","93","172","9","2","3","4","2","*2/H3"
"738","Lance Painter*","28","COL","NL","35","15","15","1","2","0","0","0","2","0","0","0","8",".133",".133",".133",".267","-35","2","0","0","0","0","0","1/H"
"739","Donn Pall","34","FLA","NL","12","3","2","0","0","0","0","0","0","0","0","1","0",".000",".333",".000",".333","0","0","0","0","0","0","0","1"
"740","Orlando Palmeiro*","27","CAL","AL","50","98","87","6","25","6","1","0","6","0","1","8","13",".287",".361",".379",".740","90","33","1","2","1","0","1","H8/97D"
"741","Rafael Palmeiro*","31","BAL","AL","162","732","626","110","181","40","2","39","142","8","0","95","96",".289",".381",".546",".927","132","342","9","3","0","8","12","*3/D"
"742","Dean Palmer","27","TEX","AL","154","652","582","98","163","26","2","38","107","2","0","59","145",".280",".348",".527",".876","114","307","15","5","0","6","4","*5/D"
"743","Jose Paniagua","22","MON","NL","13","14","11","1","0","0","0","0","0","0","0","2","7",".000",".154",".000",".154","-55","0","0","0","1","0","0","1"
"744","Craig Paquette","27","KCR","AL","118","462","429","61","111","15","1","22","67","5","3","23","101",".259",".296",".452",".749","87","194","11","2","3","5","2","5736/HD"
"745","Mark Parent","34","TOT","AL","56","144","137","17","31","7","0","9","23","0","0","5","37",".226",".252",".474",".726","78","65","3","0","1","1","0","2/H3"
"746","Mark Parent","34","DET","AL","38","108","104","13","25","6","0","7","17","0","0","3","27",".240",".259",".500",".759","86","52","2","0","0","1","0","2/H3"
"747","Mark Parent","34","BAL","AL","18","36","33","4","6","1","0","2","6","0","0","2","10",".182",".229",".394",".623","54","13","1","0","1","0","0","2"
"748","Chan Ho Park","23","LAD","NL","48","23","19","0","1","0","0","0","2","0","0","1","9",".053",".100",".053",".153","-57","1","0","0","3","0","0","1"
"749","Rick Parker","33","LAD","NL","16","15","14","2","4","1","0","0","1","1","0","0","2",".286",".333",".357",".690","89","5","1","1","0","0","0","H/87"
"750","Jose Parra","23","MIN","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"751","Jeff Parrett","34","TOT","NL","51","3","2","1","0","0","0","0","0","0","0","1","1",".000",".333",".000",".333","-1","0","0","0","0","0","0","1"
"752","Jeff Parrett","34","STL","NL","33","3","2","1","0","0","0","0","0","0","0","1","1",".000",".333",".000",".333","-1","0","0","0","0","0","0","1"
"753","Jeff Parrett","34","PHI","NL","18","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"754","Steve Parris","28","PIT","NL","8","9","6","1","1","0","0","0","0","0","0","1","1",".167",".286",".167",".452","22","1","0","0","2","0","0","/1"
"755","Bob Patterson","37","CHC","NL","79","3","3","0","1","0","0","0","0","0","0","0","2",".333",".333",".333",".667","76","1","0","0","0","0","0","1"
"756","Dan Peltier*","28","SFG","NL","31","67","59","3","15","2","0","0","9","0","0","7","9",".254",".328",".288",".616","69","17","1","0","0","1","1","H3/7"
"757","Rudy Pemberton","26","BOS","AL","13","45","41","11","21","8","0","1","10","3","1","2","4",".512",".556",".780","1.336","233","32","0","2","0","0","0","9/H7"
"758","Alejandro Pena","37","FLA","NL","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"759","Geronimo Pena#","29","CLE","AL","5","10","9","1","1","0","0","1","2","0","0","1","4",".111",".200",".444",".644","58","4","2","0","0","0","0","/5H4"
"760","Tony Peña","39","CLE","AL","67","195","174","14","34","4","0","1","27","0","1","15","25",".195",".255",".236",".491","26","41","8","0","3","3","0","2"
"761","Terry Pendleton#","35","TOT","NL","153","618","568","51","135","26","1","11","75","2","3","41","111",".238",".290",".345",".635","68","196","18","3","1","5","6","*5/H"
"762","Terry Pendleton#","35","FLA","NL","111","441","406","30","102","20","1","7","58","0","2","26","75",".251",".298",".357",".655","75","145","10","3","1","5","5","5/H"
"763","Terry Pendleton#","35","ATL","NL","42","177","162","21","33","6","0","4","17","2","1","15","36",".204",".271",".315",".586","51","51","8","0","0","0","1","5/H"
"764","Shannon Penn#","26","DET","AL","6","14","14","0","1","0","0","0","1","0","0","0","3",".071",".071",".071",".143","-64","1","0","0","0","0","0","/DH7"
"765","Troy Percival","26","CAL","AL","1","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"766","Danny Perez","25","MIL","AL","4","4","4","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","/78DH"
"767","Eddie Pérez","28","ATL","NL","68","167","156","19","40","9","1","4","17","0","0","8","19",".256",".293",".404",".697","79","63","6","1","0","2","0","2/H3"
"768","Eduardo Perez","26","CIN","NL","18","41","36","8","8","0","0","3","5","0","0","5","9",".222",".317",".472",".789","105","17","2","0","0","0","1","/3H5"
"769","Mike Perez","31","CHC","NL","24","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"770","Neifi Perez#","23","COL","NL","17","46","45","4","7","2","0","0","3","2","2","0","8",".156",".156",".200",".356","-14","9","2","0","1","0","0","6/4H"
"771","Robert Perez","27","TOR","AL","86","216","202","30","66","10","0","2","21","3","0","8","17",".327",".354",".406",".760","93","82","6","1","4","1","0","7H9/D"
"772","Tomas Perez#","22","TOR","AL","91","328","295","24","74","13","4","1","19","1","2","25","29",".251",".311",".332",".643","64","98","10","1","6","1","0","45/6H"
"773","Yorkis Perez*","28","FLA","NL","64","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"774","Herbert Perry","26","CLE","AL","7","13","12","1","1","1","0","0","0","1","0","1","2",".083",".154",".167",".321","-18","2","0","0","0","0","0","/3H5"
"775","Robert Person","26","NYM","NL","29","26","21","1","3","1","0","0","0","0","0","0","12",".143",".143",".190",".333","-11","4","0","0","5","0","0","1/H"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"776","Roberto Petagine*","25","NYM","NL","50","113","99","10","23","3","0","4","17","0","2","9","27",".232",".313",".384",".696","87","38","4","3","1","1","1","3H"
"777","Chris Peters*","24","PIT","NL","16","20","19","2","4","1","0","0","1","0","0","0","8",".211",".211",".263",".474","23","5","0","0","1","0","0","1"
"778","Mark Petkovsek","30","STL","NL","48","17","16","1","3","0","0","0","0","0","0","0","3",".188",".235",".188",".423","14","3","0","1","0","0","0","1"
"779","J.R. Phillips*","26","TOT","NL","50","116","104","12","17","5","0","7","15","0","0","11","51",".163",".250",".413",".663","73","43","1","1","0","0","1","3H9"
"780","J.R. Phillips*","26","SFG","NL","15","26","25","3","5","0","0","2","5","0","0","1","13",".200",".231",".440",".671","76","11","0","0","0","0","0","3/H"
"781","J.R. Phillips*","26","PHI","NL","35","90","79","9","12","5","0","5","10","0","0","10","38",".152",".256",".405",".661","72","32","1","1","0","0","1","93H"
"782","Tony Phillips#","37","CHW","AL","153","719","581","119","161","29","3","12","63","13","8","125","132",".277",".404",".399",".803","109","232","6","4","1","8","9","*7/H483"
"783","Mike Piazza","27","LAD","NL","148","631","547","87","184","16","0","36","105","0","3","81","93",".336",".422",".563",".985","166","308","21","1","0","2","21","*2/H"
"784","Greg Pirkl","25","TOT","AL","9","23","23","2","4","1","0","1","1","0","0","0","4",".174",".174",".348",".522","28","8","1","0","0","0","0","/HD3"
"785","Greg Pirkl","25","SEA","AL","7","21","21","2","4","1","0","1","1","0","0","0","3",".190",".190",".381",".571","41","8","1","0","0","0","0","/DH3"
"786","Greg Pirkl","25","BOS","AL","2","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","/H"
"787","Phil Plantier*","27","OAK","AL","73","263","231","29","49","8","1","7","31","2","2","28","56",".212",".304",".346",".651","64","80","5","3","0","1","0","7/H98D"
"788","Dan Plesac*","34","PIT","NL","73","5","5","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"789","Luis Polonia*","32","TOT","MLB","80","220","206","28","55","4","1","2","16","9","7","11","23",".267",".306",".325",".631","61","67","10","1","1","1","0","7HD/9"
"790","Luis Polonia*","32","BAL","AL","58","187","175","25","42","4","1","2","14","8","6","10","20",".240",".285",".309",".594","51","54","10","1","1","0","0","7DH/9"
"791","Luis Polonia*","32","ATL","NL","22","33","31","3","13","0","0","0","2","1","1","1","3",".419",".424",".419",".844","120","13","0","0","0","1","0","H/7"
"792","Jim Poole*","30","TOT","MLB","35","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"793","Jim Poole*","30","SFG","NL","35","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"794","Mark Portugal","33","CIN","NL","28","56","48","4","8","1","0","0","1","0","0","1","11",".167",".184",".188",".371","-1","9","1","0","7","0","0","1/H"
"795","Jorge Posada#","25","NYY","AL","8","15","14","1","1","0","0","0","0","0","0","1","6",".071",".133",".071",".205","-46","1","1","0","0","0","0","/2HD"
"796","Jay Powell","24","FLA","NL","67","6","5","0","0","0","0","0","0","0","0","0","4",".000",".000",".000",".000","-100","0","0","0","1","0","0","1/H"
"797","Arquimedez Pozo","22","BOS","AL","21","62","58","4","10","3","1","1","11","1","0","2","10",".172",".210",".310",".520","29","18","1","1","0","1","0","45/HD"
"798","Curtis Pride*","27","DET","AL","95","301","267","52","80","17","5","10","31","11","6","31","63",".300",".372",".513",".886","122","137","2","0","3","0","1","7DH/9"
"799","Tom Prince","31","LAD","NL","40","77","64","6","19","6","0","1","11","0","0","6","15",".297",".365",".438",".802","118","28","0","2","3","2","2","2/H"
"800","Chris Pritchett*","26","CAL","AL","5","13","13","1","2","0","0","0","1","0","0","0","3",".154",".154",".154",".308","-21","2","0","0","0","0","0","/3"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"801","Tim Pugh","29","TOT","MLB","10","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","1","0","0","1"
"802","Tim Pugh","29","TOT","NL","10","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","1","0","0","1"
"803","Tim Pugh","29","CIN","NL","9","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","1","0","0","1"
"804","Tim Pugh","29","CIN","NL","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0",""
"805","Harvey Pulliam","28","COL","NL","10","17","15","2","2","0","0","0","0","0","0","2","6",".133",".235",".133",".369","-7","2","1","0","0","0","0","/H7"
"806","Tom Quinlan","28","MIN","AL","4","6","6","0","0","0","0","0","0","0","0","0","3",".000",".000",".000",".000","-100","0","0","0","0","0","0","/5H"
"807","Rafael Quirico*","26","PHI","NL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
