"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","PosSummary"
"538","Andy Larkin","22","FLA","NL","1","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","/1"
"539","Barry Larkin","32","CIN","NL","152","627","517","117","154","32","4","33","89","36","10","96","52",".298",".410",".567",".977","155","293","20","7","0","7","3","*6/H"
"540","Matt Lawton*","24","MIN","AL","79","286","252","34","65","7","1","6","42","4","4","28","28",".258",".339",".365",".704","78","92","6","4","0","2","1","98H/D7"
"541","Dave Leiper*","34","TOT","NL","33","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"542","Dave Leiper*","34","PHI","NL","26","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"543","Dave Leiper*","34","MON","NL","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"544","Al Leiter*","30","FLA","NL","33","81","70","3","7","0","0","0","1","0","0","4","45",".100",".149",".100",".249","-32","7","1","0","7","0","0","1"
"545","Mark Leiter","33","TOT","NL","35","79","67","4","8","1","0","0","5","0","0","3","35",".119",".157",".134",".291","-21","9","1","0","9","0","0","1"
"546","Mark Leiter","33","SFG","NL","23","50","42","2","6","1","0","0","2","0","0","1","20",".143",".163",".167",".329","-11","7","1","0","7","0","0","1"
"547","Mark Leiter","33","MON","NL","12","29","25","2","2","0","0","0","3","0","0","2","15",".080",".148",".080",".228","-38","2","0","0","2","0","0","1"
"548","Scott Leius","30","CLE","AL","27","46","43","3","6","4","0","1","3","0","0","2","8",".140",".178",".302",".480","19","13","1","0","1","0","0","/5H34D"
"549","Mark Lemke#","30","ATL","NL","135","562","498","64","127","17","0","5","37","5","2","53","48",".255",".323",".319",".642","68","159","9","0","5","6","1","*4/H"
"550","Pat Lennon","28","KCR","AL","14","37","30","5","7","3","0","0","1","0","0","7","10",".233",".378",".333",".712","84","10","0","0","0","0","0","7/HD"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"551","Brian Lesher","25","OAK","AL","26","90","82","11","19","3","0","5","16","0","0","5","17",".232",".281",".451",".732","81","37","2","1","1","1","0","79/H3"
"552","Curt Leskanic","28","COL","NL","70","4","3","0","1","1","0","0","1","0","0","0","2",".333",".333",".667","1.000","135","2","0","0","1","0","0","1"
"553","Jesse Levis*","28","MIL","AL","104","274","233","27","55","6","1","1","21","0","0","38","15",".236",".348",".283",".631","61","66","7","2","1","0","0","2H/D"
"554","Darren Lewis","28","CHW","AL","141","405","337","55","77","12","2","4","53","21","5","45","40",".228",".321",".312",".632","65","105","9","3","15","5","1","*8H/7"
"555","Mark Lewis","26","DET","AL","145","599","545","69","147","30","3","11","55","6","1","42","109",".270",".326",".396",".722","82","216","12","5","4","3","0","*4/D"
"556","Richie Lewis","30","DET","AL","1","1","1","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"557","Jim Leyritz","32","NYY","AL","88","309","265","23","70","10","0","7","40","2","0","30","68",".264",".355",".381",".736","86","101","11","9","2","3","3","25DH/374"
"558","Jon Lieber*","26","PIT","NL","51","42","36","4","7","3","0","0","3","0","0","3","11",".194",".256",".278",".534","40","10","2","0","3","0","0","1"
"559","Mike Lieberthal","24","PHI","NL","50","182","166","21","42","8","0","7","23","0","0","10","30",".253",".297",".428",".724","90","71","4","2","0","4","0","2/H"
"560","Derek Lilliquist*","30","CIN","NL","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"561","Nelson Liriano#","32","PIT","NL","112","234","217","23","58","14","2","3","30","2","0","14","22",".267",".308",".392",".699","81","85","1","0","0","3","2","H4/56"
"562","Pat Listach#","28","MIL","AL","87","362","317","51","76","16","2","1","33","25","5","36","51",".240",".317",".312",".630","59","99","2","1","6","2","0","84/H67D"
"563","Scott Livingstone*","30","SDP","NL","102","181","172","20","51","4","1","2","20","0","1","9","22",".297",".331",".366",".698","89","63","6","0","0","0","0","H35"
"564","Graeme Lloyd*","29","TOT","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"565","Graeme Lloyd*","29","MIL","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"566","Esteban Loaiza","24","PIT","NL","11","22","17","1","2","0","0","0","1","0","0","0","2",".118",".118",".118",".235","-38","2","1","0","5","0","0","1/H"
"567","Keith Lockhart*","31","KCR","AL","138","471","433","49","118","33","3","7","55","11","6","30","40",".273",".319",".411",".730","84","178","7","2","1","5","4","45H/D"
"568","Kenny Lofton*","29","CLE","AL","154","736","662","132","210","35","4","14","67","75","17","61","82",".317",".372",".446",".817","107","295","7","0","7","6","3","*8/H"
"569","Rich Loiselle","24","PIT","NL","5","8","8","0","2","1","0","0","2","0","0","0","3",".250",".250",".375",".625","61","3","1","0","0","0","0","/1"
"570","Kevin Lomon","24","ATL","NL","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"571","Javy Lopez","25","ATL","NL","138","526","489","56","138","19","1","23","69","1","6","28","84",".282",".322",".466",".788","101","228","17","3","1","5","5","*2/H"
"572","Luis Lopez#","25","SDP","NL","63","151","139","10","25","3","0","2","11","0","0","9","35",".180",".233",".245",".478","30","34","7","1","1","1","1","64H/5"
"573","Mark Loretta","24","MIL","AL","73","170","154","20","43","3","0","1","13","2","1","14","15",".279",".339",".318",".657","66","49","7","0","2","0","0","456/H"
"574","Torey Lovullo#","30","OAK","AL","65","99","82","15","18","4","0","3","9","1","2","11","17",".220",".323",".378",".701","76","31","0","2","3","1","0","3H5/D476"
"575","Eric Ludwick","24","STL","NL","6","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","/1"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"576","Rob Lukachyk*","27","MON","NL","2","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","/H"
"577","Matt Luke*","25","NYY","AL","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/DH"
"578","Curt Lyons","21","CIN","NL","3","6","5","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","1","0","0","/1"
"579","John Mabry*","25","STL","NL","151","591","543","63","161","30","2","13","74","3","2","37","84",".297",".342",".431",".773","104","234","21","3","3","5","11","*39/H7"
"580","Bob MacDonald*","31","NYM","NL","20","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"581","Mike Macfarlane","32","KCR","AL","112","419","379","58","104","24","2","19","54","3","3","31","57",".274",".339",".499",".838","110","189","4","7","0","2","5","2H/D"
"582","Robert Machado","23","CHW","AL","4","6","6","1","4","1","0","0","2","0","0","0","0",".667",".667",".833","1.500","286","5","1","0","0","0","0","/2"
"583","Greg Maddux","30","ATL","NL","35","82","68","6","10","2","0","0","2","0","0","3","12",".147",".183",".176",".360","-6","12","0","0","11","0","0","1"
"584","Calvin Maduro","21","PHI","NL","4","4","4","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","0","0","0","/1"
"585","Dave Magadan*","33","CHC","NL","78","201","169","23","43","10","0","3","17","0","2","29","23",".254",".360",".367",".727","91","62","3","0","1","2","3","5H3"
"586","Wendell Magee","23","PHI","NL","38","151","142","9","29","7","0","2","14","0","0","9","33",".204",".252",".296",".547","45","42","2","0","0","0","0","89/7H"
"587","Jose Malave","25","BOS","AL","41","105","102","12","24","3","0","4","17","0","0","2","25",".235",".257",".382",".639","59","39","0","1","0","0","0","9H/7"
"588","Matt Mantei","22","FLA","NL","14","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"589","Jeff Manto","31","TOT","AL","43","120","102","15","20","6","1","3","10","0","1","17","24",".196",".317",".363",".679","72","37","2","1","0","0","0","5/H46D37"
"590","Jeff Manto","31","BOS","AL","10","34","30","5","8","3","1","2","4","0","0","3","6",".267",".353",".633",".986","142","19","0","1","0","0","0","5/4H63"
"591","Jeff Manto","31","SEA","AL","21","63","54","7","10","3","0","1","4","0","1","9","12",".185",".302",".296",".598","53","16","2","0","0","0","0","5/HD7"
"592","Jeff Manto","31","BOS","AL","12","23","18","3","2","0","0","0","2","0","0","5","6",".111",".304",".111",".415","11","2","0","0","0","0","0","/H"
"593","Barry Manuel","30","MON","NL","53","9","7","0","0","0","0","0","0","0","0","1","3",".000",".125",".000",".125","-63","0","0","0","1","0","0","1"
"594","Kirt Manwaring","30","TOT","NL","86","256","227","14","52","9","0","1","18","0","1","19","40",".229",".300",".282",".582","59","64","4","5","2","2","1","2"
"595","Kirt Manwaring","30","SFG","NL","49","167","145","9","34","6","0","1","14","0","1","16","24",".234",".319",".297",".616","68","43","2","3","1","2","1","2"
"596","Kirt Manwaring","30","HOU","NL","37","89","82","5","18","3","0","0","4","0","0","3","16",".220",".264",".256",".520","44","21","2","2","1","0","0","2"
"597","Oreste Marrero*","26","LAD","NL","10","9","8","2","3","1","0","0","1","0","0","1","3",".375",".444",".500",".944","157","4","0","0","0","0","0","H/3"
"598","Al Martin*","28","PIT","NL","155","694","630","101","189","40","1","18","72","38","12","54","116",".300",".354",".452",".806","109","285","9","2","1","7","2","*78/H"
"599","Norberto Martin","29","CHW","AL","70","151","140","30","49","7","0","1","14","10","2","6","17",".350",".374",".421",".796","106","59","4","0","4","1","0","H6D4/5"
"600","Dave Martinez*","31","CHW","AL","146","498","440","85","140","20","8","10","53","15","7","52","52",".318",".393",".468",".861","122","206","4","3","2","1","1","*893H/7"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"601","Edgar Martinez","33","SEA","AL","139","634","499","121","163","52","2","26","103","3","3","123","84",".327",".464",".595","1.059","167","297","15","8","0","4","12","*D/35"
"602","Manny Martinez","25","TOT","MLB","22","59","53","5","12","2","3","0","3","4","1","4","16",".226",".293",".377",".670","74","20","2","1","1","0","0","9/8H7"
"603","Manny Martinez","25","SEA","AL","9","20","17","3","4","2","1","0","3","2","0","3","5",".235",".350",".471",".821","107","8","1","0","0","0","0","/897H"
"604","Manny Martinez","25","PHI","NL","13","39","36","2","8","0","2","0","0","2","1","1","11",".222",".263",".333",".596","57","12","1","1","1","0","0","9/H87"
"605","Pablo Martinez#","27","ATL","NL","4","3","2","1","1","0","0","0","0","0","1","0","0",".500",".500",".500","1.000","161","1","0","0","1","0","0","/H6"
"606","Pedro Martinez","24","MON","NL","33","85","64","5","6","1","0","0","4","0","0","4","29",".094",".159",".109",".269","-28","7","0","1","16","0","0","1"
"607","Pedro Martinez*","27","TOT","NL","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"608","Pedro Martinez*","27","NYM","NL","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"609","Pedro Martinez*","27","CIN","NL","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"610","Ramon Martinez*","28","LAD","NL","30","69","59","3","7","0","0","0","2","0","0","2","22",".119",".148",".119",".266","-26","7","0","0","8","0","0","1/H"
"611","Sandy Martinez*","25","TOR","AL","76","251","229","17","52","9","3","3","18","0","0","16","58",".227",".288",".332",".620","57","76","4","4","1","1","0","2/H"
"612","Tino Martinez*","28","NYY","AL","155","671","595","82","174","28","0","25","117","2","1","68","85",".292",".364",".466",".830","108","277","18","2","1","5","4","*3/DH"
"613","John Marzano","33","SEA","AL","41","120","106","8","26","6","0","0","6","0","0","7","15",".245",".316",".302",".618","59","32","2","4","3","0","0","2/H"
"614","Damon Mashore","26","OAK","AL","50","124","105","20","28","7","1","3","12","4","0","16","31",".267",".366",".438",".804","102","46","2","1","1","1","0","7H9/8"
"615","Mike Matheny","25","MIL","AL","106","341","313","31","64","15","2","8","46","3","2","14","80",".204",".243",".342",".584","44","107","9","3","7","4","0","2/HD"
"616","T.J. Mathews","26","STL","NL","67","4","4","0","0","0","0","0","0","0","0","0","3",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"617","Terry Mathews*","31","TOT","MLB","57","4","4","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"618","Terry Mathews*","31","FLA","NL","57","4","4","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"619","Darrell May*","24","TOT","MLB","5","3","3","1","1","0","0","0","0","0","0","0","1",".333",".333",".333",".667","75","1","0","0","0","0","0","1"
"620","Darrell May*","24","PIT","NL","5","3","3","1","1","0","0","0","0","0","0","0","1",".333",".333",".333",".667","75","1","0","0","0","0","0","/1"
"621","Derrick May*","27","HOU","NL","109","294","259","24","65","12","3","5","33","2","2","30","33",".251",".330",".378",".708","94","98","3","2","0","3","8","7H/9"
"622","Brent Mayne*","28","NYM","NL","70","113","99","9","26","6","0","1","6","0","1","12","22",".263",".342",".354",".696","89","35","4","0","2","0","1","H2"
"623","Dave McCarty","26","SFG","NL","91","197","175","16","38","3","0","6","24","2","1","18","43",".217",".294",".337",".632","70","59","5","2","0","2","0","3H9/7"
"624","Quinton McCracken#","25","COL","NL","124","329","283","50","82","13","6","3","40","17","6","32","62",".290",".363",".410",".773","87","116","5","1","12","1","4","8H/79"
"625","Chuck McElroy*","28","TOT","MLB","12","2","2","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"626","Chuck McElroy*","28","CIN","NL","12","2","2","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"627","Willie McGee#","37","STL","NL","123","331","309","52","95","15","2","5","41","5","2","18","60",".307",".348",".417",".766","103","129","8","2","1","1","2","H978/3"
"628","Fred McGriff*","32","ATL","NL","159","691","617","81","182","37","1","28","107","7","3","68","116",".295",".365",".494",".859","120","305","20","2","0","4","12","*3/H"
"629","Mark McGwire","32","OAK","AL","130","548","423","104","132","21","0","52","113","0","0","116","112",".312",".467",".730","1.198","196","309","14","8","0","1","16","*3D/H"
"630","Tim McIntosh","31","NYY","AL","3","3","3","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","/352"
"631","Walt McKeel","24","BOS","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/2"
"632","Mark McLemore#","31","TEX","AL","147","611","517","84","150","23","4","5","46","27","10","87","69",".290",".389",".379",".768","92","196","16","0","2","5","5","*4/H9"
"633","Greg McMichael","29","ATL","NL","73","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"634","Billy McMillon*","24","FLA","NL","28","56","51","4","11","0","0","0","4","0","0","5","14",".216",".286",".216",".501","37","11","1","0","0","0","1","7H"
"635","Brian McRae#","28","CHC","NL","157","716","624","111","172","32","5","17","66","37","9","73","84",".276",".360",".425",".785","105","265","11","12","2","5","6","*8/H"
"636","Pat Meares","27","MIN","AL","152","554","517","66","138","26","7","8","67","9","4","17","90",".267",".298",".391",".689","72","202","19","9","4","7","1","*6/H8"
"637","Miguel Mejia","21","STL","NL","45","23","23","10","2","0","0","0","0","6","3","0","10",".087",".087",".087",".174","-54","2","0","0","0","0","0","H8/97"
"638","Orlando Merced#","29","PIT","NL","120","507","453","69","130","24","1","17","80","8","4","51","74",".287",".357",".457",".814","111","207","9","0","0","3","5","*9/H3"
"639","Henry Mercedes","26","KCR","AL","4","4","4","1","1","0","0","0","0","0","0","0","1",".250",".250",".250",".500","28","1","0","0","0","0","0","/2"
"640","Jose Mercedes","25","MIL","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"641","Dan Miceli","25","PIT","NL","44","13","13","0","0","0","0","0","0","0","0","0","4",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"642","Matt Mieske","28","MIL","AL","127","409","374","46","104","24","3","14","64","1","5","26","76",".278",".324",".471",".794","96","176","9","2","1","6","2","*98H/7"
"643","Kurt Miller","23","FLA","NL","26","9","8","0","3","0","0","0","2","0","0","0","0",".375",".375",".375",".750","102","3","0","0","1","0","0","1"
"644","Orlando Miller","27","HOU","NL","139","496","468","43","120","26","2","15","58","3","7","14","116",".256",".291",".417",".708","91","195","14","10","1","3","4","*65/H"
"645","Ralph Milliard","22","FLA","NL","24","77","62","7","10","2","0","0","1","2","0","14","16",".161",".312",".194",".505","40","12","1","0","0","1","1","4/H"
"646","Mike Mimbs*","27","PHI","NL","21","35","33","0","4","0","0","0","0","0","0","0","12",".121",".121",".121",".242","-35","4","1","0","2","0","0","1"
"647","Blas Minor","30","TOT","MLB","17","1","1","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"648","Blas Minor","30","NYM","NL","17","1","1","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"649","Doug Mirabelli","25","SFG","NL","9","21","18","2","4","1","0","0","1","0","0","3","4",".222",".333",".278",".611","68","5","0","0","0","0","0","/2H"
"650","Angel Miranda*","26","MIL","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"651","Keith Mitchell","26","CIN","NL","11","16","15","2","4","1","0","1","3","0","0","1","3",".267",".313",".533",".846","119","8","0","0","0","0","0","/H798"
"652","Kevin Mitchell","34","TOT","MLB","64","245","206","27","65","15","0","8","39","0","0","37","30",".316",".420",".505",".925","139","104","8","1","0","1","2","79/HD3"
"653","Kevin Mitchell","34","BOS","AL","27","104","92","9","28","4","0","2","13","0","0","11","14",".304",".385",".413",".798","102","38","3","1","0","0","0","9/DH7"
"654","Kevin Mitchell","34","CIN","NL","37","141","114","18","37","11","0","6","26","0","0","26","16",".325",".447",".579","1.026","169","66","5","0","0","1","2","7/3H"
"655","Larry Mitchell","24","PHI","NL","7","2","2","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","/1"
"656","Dave Mlicki","28","NYM","NL","51","11","10","0","1","0","0","0","0","0","0","1","3",".100",".182",".100",".282","-21","1","0","0","0","0","0","1/H"
"657","Izzy Molina","25","OAK","AL","14","26","25","0","5","2","0","0","1","0","0","1","3",".200",".231",".280",".511","28","7","0","0","0","0","0","2/HD"
"658","Paul Molitor","39","MIN","AL","161","729","660","99","225","41","8","9","113","18","6","56","72",".341",".390",".468",".858","116","309","21","3","0","9","10","*D3/H"
"659","Raul Mondesí","25","LAD","NL","157","673","634","98","188","40","7","24","88","14","7","32","122",".297",".334",".495",".830","123","314","6","5","0","2","9","*9"
"660","Jeff Montgomery","34","KCR","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"661","Ray Montgomery","26","HOU","NL","12","15","14","4","3","1","0","1","4","0","0","1","5",".214",".267",".500",".767","104","7","0","0","0","0","0","/H798"
"662","Kerwin Moore#","25","OAK","AL","22","18","16","4","1","1","0","0","0","1","0","2","6",".063",".167",".125",".292","-25","2","0","0","0","0","0","8H/D"
"663","Marcus Moore#","25","CIN","NL","23","3","3","0","1","1","0","0","0","0","0","0","2",".333",".333",".667","1.000","156","2","0","0","0","0","0","1"
"664","Mickey Morandini*","30","PHI","NL","140","606","539","64","135","24","6","3","32","26","5","49","87",".250",".321",".334",".655","75","180","15","9","5","4","0","*4/H"
"665","Mike Mordecai","28","ATL","NL","66","122","108","12","26","5","0","2","8","1","0","9","24",".241",".297",".343",".639","65","37","1","0","4","1","1","H45/63"
"666","Ramon Morel","21","PIT","NL","29","5","4","0","0","0","0","0","0","0","0","0","2",".000",".000",".000",".000","-100","0","0","0","1","0","0","1"
"667","Mike Morgan","36","TOT","NL","23","51","40","1","2","0","0","0","0","0","0","0","17",".050",".050",".050",".100","-73","2","0","0","11","0","0","1"
"668","Mike Morgan","36","STL","NL","18","42","33","1","2","0","0","0","0","0","0","0","14",".061",".061",".061",".121","-68","2","0","0","9","0","0","1"
"669","Mike Morgan","36","CIN","NL","5","9","7","0","0","0","0","0","0","0","0","0","3",".000",".000",".000",".000","-100","0","0","0","2","0","0","/1"
"670","Alvin Morman*","27","HOU","NL","53","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"671","Russ Morman","34","FLA","NL","6","7","6","0","1","1","0","0","0","0","0","1","2",".167",".286",".333",".619","65","2","0","0","0","0","0","/H3"
"672","Hal Morris*","31","CIN","NL","142","594","528","82","165","32","4","16","80","7","5","50","76",".313",".374",".479",".853","124","253","12","5","5","6","5","*3/H"
"673","Julio Mosquera","24","TOR","AL","8","23","22","2","5","2","0","0","2","0","1","0","3",".227",".261",".318",".579","47","7","0","1","0","0","0","/2"
"674","Chad Mottola","24","CIN","NL","35","85","79","10","17","3","0","3","6","2","2","6","16",".215",".271",".367",".638","67","29","0","0","0","0","1","9/H8"
"675","James Mouton","27","HOU","NL","122","343","300","40","79","15","1","3","34","21","9","38","55",".263",".343",".350",".693","91","105","9","0","2","3","2","7H8/9"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"676","Lyle Mouton","27","CHW","AL","87","241","214","25","63","8","1","7","39","3","0","22","50",".294",".361",".439",".800","106","94","3","2","0","3","4","9DH7"
"677","Bill Mueller#","25","SFG","NL","55","228","200","31","66","15","1","0","19","0","0","24","26",".330",".401",".415",".816","121","83","1","1","1","2","0","5/4H"
"678","Terry Mulholland","33","TOT","MLB","21","49","45","2","8","1","0","1","2","0","0","0","20",".178",".178",".267",".444","16","12","0","0","4","0","0","1"
"679","Terry Mulholland","33","PHI","NL","21","49","45","2","8","1","0","1","2","0","0","0","20",".178",".178",".267",".444","16","12","0","0","4","0","0","1"
"680","Sean Mulligan","26","SDP","NL","2","1","1","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","/H"
"681","Bobby Munoz","28","PHI","NL","6","8","7","1","1","1","0","0","0","0","0","0","3",".143",".143",".286",".429","10","2","0","0","1","0","0","/1"
"682","Jose Munoz#","28","CHW","AL","17","31","27","7","7","0","0","0","1","0","0","4","1",".259",".355",".259",".614","63","7","2","0","0","0","0","/H4D657"
"683","Mike Munoz*","30","COL","NL","54","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"684","Pedro Munoz","27","OAK","AL","34","130","121","17","31","5","0","6","18","0","0","9","31",".256",".308",".446",".754","87","54","2","0","0","0","1","D9/H"
"685","Eddie Murray#","40","TOT","AL","152","637","566","69","147","21","1","22","79","4","0","61","87",".260",".327",".417",".743","87","236","19","0","0","10","6","*D/H3"
"686","Eddie Murray#","40","CLE","AL","88","374","336","33","88","9","1","12","45","3","0","34","45",".262",".326",".402",".728","84","135","13","0","0","4","2","D/H3"
"687","Eddie Murray#","40","BAL","AL","64","263","230","36","59","12","0","10","34","1","0","27","42",".257",".327",".439",".766","92","101","6","0","0","6","4","D/H"
"688","Glenn Murray","25","PHI","NL","38","104","97","8","19","3","0","2","6","1","1","7","36",".196",".250",".289",".539","43","28","0","0","0","0","0","9H/87"
"689","Greg Myers*","30","MIN","AL","97","353","329","37","94","22","3","6","47","0","0","19","52",".286",".320",".426",".746","86","140","11","0","0","5","3","2H"
"690","Randy Myers*","33","BAL","AL","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"691","Rod Myers*","23","KCR","AL","22","70","63","9","18","7","0","1","11","3","2","7","16",".286",".357",".444",".802","103","28","1","0","0","0","0","8/H79"
"692","Rodney Myers","27","CHC","NL","45","5","5","0","0","0","0","0","0","0","0","0","4",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"693","Tim Naehring","29","BOS","AL","116","489","430","77","124","16","0","17","65","2","1","49","63",".288",".363",".444",".808","103","191","14","4","2","4","4","*5/H4"
"694","Bob Natal","30","FLA","NL","44","105","90","4","12","1","1","0","2","0","1","15","31",".133",".257",".167",".424","17","15","3","0","0","0","5","2/H"
"695","Jaime Navarro","29","CHC","NL","35","86","77","1","10","1","0","0","3","0","0","0","26",".130",".141",".143",".284","-25","11","1","1","8","0","0","1"
"696","Denny Neagle*","27","TOT","NL","36","88","69","3","12","1","0","0","4","0","0","2","18",".174",".194",".188",".383","1","13","0","0","16","1","0","1/H"
"697","Denny Neagle*","27","PIT","NL","30","73","55","3","10","1","0","0","2","0","0","1","15",".182",".193",".200",".393","3","11","0","0","16","1","0","1/H"
"698","Denny Neagle*","27","ATL","NL","6","15","14","0","2","0","0","0","2","0","0","1","3",".143",".200",".143",".343","-9","2","0","0","0","0","0","/1"
"699","Robb Nen","26","FLA","NL","75","2","2","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"700","Phil Nevin","25","DET","AL","38","130","120","15","35","5","0","8","19","1","0","8","39",".292",".338",".533",".872","116","64","1","1","0","1","0","5/72HD"
"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","Pos Summary"
"701","Marc Newfield","23","TOT","MLB","133","410","370","48","103","26","0","12","57","1","2","27","70",".278",".332",".446",".778","101","165","8","6","0","7","2","7H9/3"
"702","Marc Newfield","23","SDP","NL","84","212","191","27","48","11","0","5","26","1","1","16","44",".251",".311",".387",".699","88","74","7","2","0","3","1","H79/3"
"703","Marc Newfield","23","MIL","AL","49","198","179","21","55","15","0","7","31","0","1","11","26",".307",".354",".508",".862","113","91","1","4","0","4","1","7"
"704","Warren Newson*","31","TEX","AL","91","273","235","34","60","14","1","10","31","3","0","37","82",".255",".355",".451",".806","99","106","3","0","0","1","1","9H/D7"
"705","David Nied","27","COL","NL","6","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","/1"
"706","Melvin Nieves#","24","DET","AL","120","484","431","71","106","23","4","24","60","1","2","44","158",".246",".322",".485",".807","101","209","10","6","0","3","2","97D/H"
"707","Dave Nilsson*","26","MIL","AL","123","516","453","81","150","33","2","17","84","2","3","57","68",".331",".407",".525",".932","131","238","4","3","0","3","6","9D3/H72"
"708","Otis Nixon#","37","TOR","AL","125","575","496","87","142","15","1","1","29","54","13","71","68",".286",".377",".327",".703","82","162","9","1","7","0","1","*8"
